Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
جنت‌آباد جنوبی,93,1382,2,3350000000,36022000,3,1,1,1
کوی فردوس,106,1400,3,4800000000,45283000,3,1,1,1
پونک,70,1384,2,2895000000,41357000,4,1,1,1
سعادت‌آباد,140,1383,3,8300000000,59286000,2,1,1,1
سعادت‌آباد,127,1384,2,7150000000,56299000,2,1,1,1
پونک,100,1398,2,3700000000,37000000,1,1,1,1
توانیر,75,1388,1,3500000000,46667000,0,1,1,1
جنت‌آباد مرکزی,171,1396,3,9950000000,58187000,4,1,1,1
امیریه,53,1390,1,1250000000,23585000,3,0,0,1
پردیس,108,1400,2,860000000,7963000,2,1,1,1
جوادیه,36,1384,1,560000000,15556000,3,0,0,1
شهرک غرب,147,1380,3,11200000000,76190000,3,1,1,1
حکمت,110,1396,2,7800000000,70909000,2,1,1,1
دروس,86,1396,1,6050000000,70349000,2,1,1,1
پونک,60,1397,1,2570000000,42833000,3,1,1,1
شهرک غرب,153,1389,3,9200000000,60131000,1,1,1,1
شوش,72,1399,2,980000000,13611000,3,1,0,1
شهران جنوبی,53,1385,1,1880000000,35472000,1,0,1,1
یوسف‌آباد,100,1371,2,3950000000,39500000,1,0,0,1
افسریه,135,1400,3,3250000000,24074000,5,1,1,1
شهران جنوبی,91,1394,2,4000000000,43956000,3,1,1,1
پرند,75,1397,2,375000000,5000000,4,1,0,1
باغ فیض,42,1391,1,1600000000,38095000,3,1,1,0
اندیشه,37,1395,1,570000000,15405000,7,1,1,1
مرزداران,97,1395,2,4900000000,50515000,2,1,1,1
پردیس,105,1400,2,785000000,7476000,3,1,1,1
مرزداران,117,1392,2,6200000000,52991000,1,1,1,1
جیحون,76,1395,2,1480000000,19474000,4,1,1,1
پیروزی,80,1400,2,2150000000,26875000,2,1,1,1
یوسف‌آباد,215,1398,4,15836000000,73656000,1,1,1,1
نیاوران,400,1398,4,52000000000,130000000,8,1,1,1
طرشت,65,1391,1,2210000000,34000000,2,1,1,1
مخصوص,97,1399,2,2300000000,23711000,1,1,0,1
شهرک آپادانا,110,1380,2,4200000000,38182000,4,1,1,1
جی,68,1399,2,1510000000,22206000,3,1,1,1
بریانک,46,1382,1,950000000,20652000,1,0,0,1
شهرآرا,110,1370,3,3850000000,35000000,3,1,1,1
اتابک,61,1394,1,860000000,14098000,1,1,1,1
ظفر,107,1390,2,6450000000,60280000,1,1,1,1
فلاح,105,1399,2,1890000000,18000000,2,1,1,1
سلسبیل,40,1381,1,760000000,19000000,3,0,0,0
پاسداران,67,1400,1,3950000000,58955000,2,1,1,1
جنت‌آباد جنوبی,105,1399,2,5355000000,51000000,1,1,1,1
ارم,60,1395,2,2650000000,44167000,7,1,1,1
جنت‌آباد مرکزی,125,1388,3,5000000000,40000000,1,1,1,1
فرمانیه,270,1389,3,28200000000,104444000,3,1,1,1
سعادت‌آباد,126,1387,2,6900000000,54762000,2,1,1,1
یوسف‌آباد,130,1400,3,7150000000,55000000,3,1,1,1
کامرانیه,220,1399,3,23000000000,104545000,7,1,1,1
نظام‌آباد,55,1391,1,1180000000,21455000,2,1,1,1
یوسف‌آباد,195,1389,3,12675000000,65000000,5,1,1,1
جیحون,111,1400,2,2550000000,22973000,3,1,1,1
شهرک کیانشهر,61,1389,1,1100000000,18033000,4,1,1,0
ستارخان,88,1395,2,3400000000,38636000,1,1,0,1
پونک,122,1386,3,4700000000,38525000,2,1,1,1
پیروزی,68,1396,1,1800000000,26471000,2,1,0,1
سعادت‌آباد,158,1400,3,18800000000,118987000,4,1,1,1
چیتگر,60,1400,1,875000000,14583000,9,1,1,1
اندیشه,49,1394,1,470000000,9592000,1,0,1,1
شیوا,83,1400,2,2100000000,25301000,5,1,1,1
نیرو هوایی,73,1388,1,2100000000,28767000,1,1,1,0
باغ فیض,114,1393,3,4700000000,41228000,4,1,1,1
کوی فردوس,83,1393,2,2870000000,34578000,3,1,1,1
نارمک,35,1390,1,1050000000,30000000,1,0,0,1
فلاح,36,1389,1,535000000,14861000,2,0,0,1
کوی بیمه,45,1385,1,1750000000,38889000,4,1,1,1
دریاچه شهدای خلیج فارس,117,1400,2,2650000000,22650000,22,1,1,1
پردیس,84,1400,2,980000000,11667000,8,1,1,1
جیحون,72,1399,2,1850000000,25694000,1,1,1,1
پونک,64,1384,1,1695000000,26484000,4,0,0,1
پونک,130,1396,3,6700000000,51538000,6,1,1,1
فلاح,46,1391,1,760000000,16522000,3,0,1,0
تهرانپارس غربی,92,1382,2,2980000000,32391000,5,1,1,1
تهرانپارس غربی,101,1387,2,3200000000,31683000,1,1,1,1
خزانه,53,1396,1,950000000,17925000,3,1,1,1
عباس‌آباد,95,1388,2,4500000000,47368000,1,1,1,1
قیطریه,155,1382,3,8500000000,54839000,1,1,1,1
گیشا (کوی نصر),81,1380,2,4000000000,49383000,1,1,1,1
کوی فردوس,72,1384,2,2150000000,29861000,0,0,1,1
فرمانیه,262,1397,4,32000000000,122137000,4,1,1,1
فرمانیه,279,1400,4,37000000000,132616000,3,1,1,1
سازمان برنامه,75,1395,2,3300000000,44000000,1,1,1,1
فرمانیه,330,1397,4,50000000000,151515000,10,1,1,1
ظفر,70,1390,2,4200000000,60000000,5,1,1,1
شکوفه,70,1383,2,1190000000,17000000,2,0,0,0
نواب,74,1386,2,400000000,5405000,4,1,1,1
یاخچی‌آباد,85,1400,2,1610000000,18941000,2,1,1,0
سلسبیل,65,1383,2,1150000000,17692000,4,0,0,1
فلاح,55,1386,1,780000000,14182000,0,0,1,1
شهریار,80,1394,2,840000000,10500000,4,1,1,1
پاسداران,148,1394,3,8300000000,56081000,1,1,1,1
میرداماد,140,1399,3,11000000000,78571000,5,1,1,1
زعفرانیه,350,1395,4,60000000000,171429000,4,1,1,1
گیشا (کوی نصر),90,1393,2,4300000000,47778000,1,1,1,1
ظفر,68,1390,2,3900000000,57353000,2,1,1,1
سازمان برنامه,58,1384,1,2140000000,36897000,5,1,1,1
هروی,160,1387,3,6100000000,38125000,2,1,1,1
آذربایجان,44,1381,1,1280000000,29091000,3,0,1,1
فلاح,63,1394,2,1040000000,16508000,5,1,1,0
پاسداران,114,1398,2,7900000000,69298000,7,1,1,1
استخر,75,1394,2,2250000000,30000000,2,1,1,1
میرداماد,150,1371,2,6900000000,46000000,2,1,1,1
شهرآرا,106,1380,2,3900000000,36792000,4,1,1,1
تهرانپارس شرقی,58,1383,1,1350000000,23276000,0,0,0,1
پاسداران,112,1398,2,7900000000,70536000,7,1,1,1
چیتگر,138,1398,3,2450000000,17754000,4,1,1,1
اراج,116,1388,2,5250000000,45259000,2,1,1,1
پرند,88,1397,2,330000000,3750000,2,1,0,0
ستارخان,115,1390,2,3800000000,33043000,5,1,1,1
دریان‌نو,165,1374,3,5750000000,34848000,3,1,1,1
مرزداران,142,1385,3,6500000000,45775000,1,1,1,1
پونک,90,1399,2,800000000,8889000,1,1,1,1
اندیشه,55,1390,1,420000000,7636000,2,0,1,1
پونک,94,1392,2,5300000000,56383000,2,1,1,1
هروی,111,1397,2,5661000000,51000000,2,1,1,1
پونک,115,1400,2,6325000000,55000000,+۳۰,1,1,1
پونک,65,1388,2,2050000000,31538000,1,1,1,1
خلیج فارس,73,1389,2,1110000000,15205000,2,1,0,0
جنت‌آباد جنوبی,90,1396,2,4000000000,44444000,3,1,1,1
پیروزی,85,1398,2,2550000000,30000000,5,1,1,0
جنت‌آباد شمالی,58,1383,2,2030000000,35000000,0,0,1,1
پونک,148,1400,3,8000000000,54054000,4,1,1,1
فرمانیه,300,1385,4,25000000000,83333000,6,1,1,1
چیتگر,161,1393,3,6118000000,38000000,2,1,1,1
شهر زیبا,63,1386,1,2050000000,32540000,1,0,0,1
سبلان,40,1393,1,900000000,22500000,4,0,1,0
سازمان برنامه,109,1397,2,4395000000,40321000,1,1,1,1
ونک,140,1380,3,7300000000,52143000,1,0,1,1
شهر زیبا,51,1397,1,1950000000,38235000,1,1,1,1
پردیس,85,1400,2,695000000,8176000,12,1,1,0
بلورسازی,55,1400,1,880000000,16000000,2,1,0,1
سازمان برنامه,80,1382,2,2900000000,36250000,2,1,1,1
پونک,62,1392,1,2450000000,39516000,2,1,1,1
شمس‌آباد,60,1383,1,2200000000,36667000,1,1,1,1
آذربایجان,54,1382,1,1375000000,25463000,0,0,0,0
پاسداران,170,1386,3,11600000000,68235000,4,1,1,1
تهرانپارس غربی,79,1385,1,3200000000,40506000,1,0,0,1
گیشا (کوی نصر),108,1388,2,5200000000,48148000,2,1,1,1
شهر قدس,52,1388,1,520000000,10000000,1,0,0,0
سعادت‌آباد,82,1393,2,5450000000,66463000,2,1,1,1
گیشا (کوی نصر),85,1390,2,3800000000,44706000,3,1,1,1
شهران شمالی,74,1381,2,2500000000,33784000,1,0,1,1
سعادت‌آباد,140,1384,3,7650000000,54643000,5,1,1,1
بهار,75,1380,2,2000000000,26667000,0,0,0,1
سعادت‌آباد,140,1387,3,8000000000,57143000,4,1,1,1
شهر ری - اقدسیه,70,1396,2,1500000000,21429000,4,1,1,0
کن,50,1384,1,1200000000,24000000,1,0,1,1
تهرانپارس شرقی,43,1380,1,950000000,22093000,2,0,0,1
گیشا (کوی نصر),100,1395,2,6000000000,60000000,4,1,1,1
جی,51,1395,1,1050000000,20588000,2,1,1,1
مولوی,57,1390,1,580000000,10175000,4,1,0,1
جنت‌آباد جنوبی,86,1387,2,2250000000,26163000,3,0,1,1
دروس,148,1385,3,9500000000,64189000,1,1,1,1
حکیمیه,117,1398,2,3978000000,34000000,3,1,1,1
باغ فیض,140,1394,3,5658000000,40414000,2,1,1,1
ونک,80,1380,1,4000000000,50000000,-1,1,0,1
پاسداران,95,1394,2,4840000000,50947000,2,1,1,1
شهر زیبا,90,1400,2,4815000000,53500000,3,1,1,1
شهر زیبا,60,1382,1,2100000000,35000000,3,1,1,1
سازمان آب,97,1394,2,4200000000,43299000,2,1,1,1
اباذر,156,1382,3,6750000000,43269000,4,1,1,1
دبستان,69,1388,2,2700000000,39130000,5,1,1,1
نارمک,98,1395,2,3300000000,33673000,4,1,1,1
دریاچه شهدای خلیج فارس,100,1400,2,410000000,4100000,7,1,1,1
نارمک,57,1385,1,1420000000,24912000,1,0,0,1
ونک,165,1375,3,8600000000,52121000,1,1,1,1
گرگان,83,1375,2,1500000000,18072000,1,0,0,1
تهرانپارس شرقی,56,1393,2,1560000000,27857000,2,1,1,1
قیطریه,78,1400,2,6250000000,80128000,1,1,1,1
سعادت‌آباد,118,1385,3,10000000000,84746000,1,1,1,1
پاسداران,141,1393,4,9500000000,67376000,5,1,1,1
حکیمیه,100,1400,2,3000000000,30000000,2,1,1,1
شهر قدس,53,1387,1,690000000,13019000,3,0,1,1
شهرک غرب,145,1385,3,10800000000,74483000,2,1,1,1
ستارخان,75,1393,2,2800000000,37333000,3,1,1,1
شهرآرا,82,1372,1,2800000000,34146000,2,0,0,1
هفت چنار,43,1381,1,700000000,16279000,1,0,0,0
اندیشه,76,1386,2,830000000,10921000,3,0,1,1
جنت‌آباد جنوبی,75,1383,2,2800000000,37333000,3,1,1,1
پردیس,99,1400,2,750000000,7576000,3,1,1,1
نبی اکرم(ص),53,1373,1,1000000000,18868000,2,0,0,1
پردیس,87,1399,2,750000000,8621000,11,1,1,1
سعادت‌آباد,228,1400,3,18000000000,78947000,1,1,1,1
شهرک آزادی,61,1390,1,1585000000,25984000,3,0,1,0
وحیدیه,44,1383,1,770000000,17500000,4,0,0,1
شهرک غرب,75,1400,1,6300000000,84000000,5,1,1,1
پاسداران,365,1400,4,48000000000,131507000,2,1,1,1
پونک,85,1398,2,3825000000,45000000,1,1,1,1
الهیه,400,1398,4,42000000000,105000000,5,1,1,1
پونک,63,1398,2,3100000000,49206000,6,1,1,1
اندیشه,64,1391,2,742400000,11600000,3,0,1,1
دبستان,56,1386,1,1800000000,32143000,1,1,0,0
پاسداران,144,1383,3,6480000000,45000000,3,1,1,1
پونک,91,1394,2,3600000000,39560000,4,1,1,1
پونک,60,1386,1,2150000000,35833000,2,1,1,1
آبشار تهران,130,1390,3,3600000000,27692000,1,1,1,1
ازگل,138,1400,3,8900000000,64493000,2,1,1,1
میرداماد,73,1380,1,4000000000,54795000,3,0,1,1
اختیاریه,130,1399,3,9000000000,69231000,3,1,1,1
دهکده المپیک,120,1400,3,1750000000,14583000,12,1,1,1
پونک,67,1382,2,2150000000,32090000,2,0,1,1
باغ فیض,95,1384,2,2755000000,29000000,1,1,0,1
پونک,91,1392,2,4277000000,47000000,3,1,1,1
جنت‌آباد شمالی,72,1380,2,2180000000,30278000,1,0,1,0
شیان,165,1399,3,7800000000,47273000,4,1,1,1
قرچک,80,1389,2,730000000,9125000,3,0,0,1
شادمهر,70,1380,2,1900000000,27143000,0,1,0,0
قیطریه,90,1389,2,6800000000,75556000,4,1,1,1
سوهانک,109,1396,2,5450000000,50000000,4,1,1,1
شهر زیبا,107,1400,2,1760000000,16449000,5,1,1,1
دریان‌نو,75,1398,2,3300000000,44000000,1,1,1,1
کوی فردوس,58,1385,1,1800000000,31034000,5,1,1,1
مجیدیه,93,1399,2,3850000000,41398000,3,1,1,1
مرزداران,97,1383,2,3880000000,40000000,5,1,1,1
جنت‌آباد جنوبی,85,1391,2,3600000000,42353000,4,1,1,1
یوسف‌آباد,75,1400,1,4350000000,58000000,1,1,1,0
کوی فردوس,121,1394,2,3970000000,32810000,5,1,1,1
امیرآباد,110,1400,2,6900000000,62727000,4,1,1,1
سهروردی,90,1380,2,3500000000,38889000,0,0,0,1
شهرآرا,145,1390,3,6800000000,46897000,3,1,1,1
پونک,78,1394,2,3849999999,49359000,4,1,1,1
استاد معین,68,1392,2,1799000000,26456000,2,1,1,1
شهران جنوبی,96,1381,2,3100000000,32292000,1,1,1,1
دریان‌نو,127,1400,3,5700000000,44882000,5,1,1,1
دکتر هوشیار,95,1396,2,2600000000,27368000,2,1,1,0
سلسبیل,105,1400,3,2800000000,26667000,5,1,1,1
سعادت‌آباد,170,1395,3,16500000000,97059000,2,1,1,1
شهریار,47,1385,1,580000000,12340000,4,1,0,1
باغ فیض,90,1397,2,3900000000,43333000,5,1,1,1
پونک,121,1397,3,6000000000,49587000,5,1,1,1
اندیشه,64,1392,2,370000000,5781000,2,1,1,1
بریانک,45,1391,1,820000000,18222000,3,1,0,1
تهرانپارس غربی,119,1398,2,5000400000,42020000,3,1,1,1
سعادت‌آباد,71,1389,1,5500000000,77465000,2,1,1,1
یوسف‌آباد,130,1399,3,9100000000,70000000,2,1,1,1
تهرانپارس غربی,112,1395,2,4600000000,41071000,3,1,1,1
سعادت‌آباد,150,1398,3,14000000000,93333000,1,1,1,1
اندیشه,52,1394,1,474000000,9115000,2,0,1,1
سعادت‌آباد,148,1388,2,9620000000,65000000,5,1,1,1
پردیس,125,1399,2,2900000000,23200000,3,1,1,1
مرزداران,63,1391,1,2646000000,42000000,4,1,1,1
الهیه,100,1395,2,6900000000,69000000,1,1,1,1
جنت‌آباد شمالی,85,1394,2,3250000000,38235000,2,1,1,1
پلیس,54,1386,1,1520000000,28148000,4,1,1,1
دانشگاه تهران,79,1379,1,1800000000,22785000,-1,0,0,1
اندیشه,60,1395,1,930000000,15500000,3,1,1,1
دریاچه شهدای خلیج فارس,78,1387,2,2350000000,30128000,10,1,1,0
کوی فردوس,102,1399,2,3570000000,35000000,1,1,1,1
پونک,68,1385,2,2800000000,41176000,2,0,1,1
کوی فردوس,68,1400,1,3050000000,44853000,3,1,1,1
تهران‌سر,52,1385,1,1090000000,20962000,3,0,0,1
کوثر,51,1389,1,590000000,11569000,2,0,0,1
تهرانپارس شرقی,117,1400,2,3350000000,28632000,3,1,1,1
صادقیه,77,1378,2,2250000000,29221000,1,0,0,1
میرداماد,135,1400,3,10800000000,80000000,2,1,1,1
پونک,72,1398,2,3480000000,48333000,5,1,1,1
پونک,120,1400,3,6600000000,55000000,6,1,1,1
فاطمی,110,1385,2,3500000000,31818000,2,0,1,0
شهرک غرب,101,1380,2,6300000000,62376000,1,0,1,1
سعادت‌آباد,86,1386,2,5500000000,63953000,3,1,1,1
میرداماد,150,1390,3,9850000000,65667000,1,1,1,1
ستارخان,65,1381,0,3000000000,46154000,4,0,0,0
پردیس,108,1400,2,815000000,7546000,3,1,1,1
رباط کریم,90,1400,2,775000000,8611000,2,1,0,1
کوی فردوس,120,1392,2,4500000000,37500000,3,1,1,1
شاهین,145,1394,3,6000000000,41379000,4,1,1,1
پیروزی,45,1395,1,900000000,20000000,1,1,0,0
شهرک نفت (منطقه ),73,1382,1,2450000000,33562000,2,1,1,1
وحیدیه,55,1392,1,1150000000,20909000,4,0,0,1
سیدخندان,68,1379,1,3000000000,44118000,3,1,1,1
پردیس,105,1400,2,900000000,8571000,3,1,1,1
دریاچه شهدای خلیج فارس,60,1400,2,1000000000,16667000,12,1,1,1
دولاب,45,1378,1,650000000,14444000,0,0,0,1
مرزداران,157,1395,3,10200000000,64968000,3,1,1,1
پیروزی,100,1398,2,2250000000,22500000,3,1,1,0
اقدسیه,140,1399,2,8400000000,60000000,1,1,1,1
پونک,81,1388,2,3000000000,37037000,3,1,1,1
کوی فردوس,70,1388,2,2769000000,39557000,5,1,1,1
گیشا (کوی نصر),93,1400,2,5500000000,59140000,2,1,1,1
تهرانپارس غربی,62,1396,4,1970000000,31774000,4,1,1,1
جیحون,80,1398,2,2260000000,28250000,2,1,1,1
جنت‌آباد مرکزی,82,1400,2,3800000000,46341000,1,1,1,1
حصار بوعلی,270,1382,4,21500000000,79630000,11,1,1,1
وصفنارد,45,1396,1,730000000,16222000,1,1,1,1
بهجت‌آباد,140,1370,2,4000000000,28571000,0,0,1,1
سعادت‌آباد,165,1399,3,19000000000,115152000,5,1,1,1
اقدسیه,153,1399,3,9180000000,60000000,2,1,1,1
ستارخان,164,1378,3,5950000000,36280000,1,0,1,1
تهرانپارس غربی,51,1381,1,1100000000,21569000,4,0,0,1
بهجت‌آباد,140,1372,2,4400000000,31429000,8,1,1,0
سیدخندان,113,1385,2,5550000000,49115000,2,1,1,1
پونک,68,1383,2,1870000000,27500000,4,0,1,1
هروی,158,1388,3,8700000000,55063000,5,1,1,1
بریانک,47,1379,1,740000000,15745000,1,0,0,0
پرند,77,1398,2,315000000,4091000,2,0,0,0
جی,53,1396,1,1050000000,19811000,1,1,1,1
تهران‌سر,100,1400,2,3000000000,30000000,1,1,1,1
یوسف‌آباد,100,1385,2,4750000000,47500000,3,1,1,1
توانیر,200,1395,3,12300000000,61500000,3,1,1,1
اندیشه,52,1390,1,455000000,8750000,3,0,1,1
تهرانپارس شرقی,58,1384,2,1480000000,25517000,1,0,1,1
شادمهر,70,1392,2,2750000000,39286000,5,1,1,1
اندیشه,62,1380,1,665000000,10726000,3,0,1,1
سعادت‌آباد,155,1386,3,13000000000,83871000,2,1,1,1
ظفر,85,1398,2,4700000000,55294000,1,1,1,1
سیدخندان,55,1390,1,1650000000,30000000,2,1,0,1
عباس‌آباد,55,1381,1,2330000000,42364000,3,1,1,0
پیروزی,45,1390,1,1200000000,26667000,1,0,1,1
جیحون,60,1396,1,1400000000,23333000,3,1,1,1
تهرانپارس شرقی,62,1394,1,1380000000,22258000,3,1,0,1
جنت‌آباد جنوبی,100,1400,2,4600000000,46000000,4,1,1,1
مدائن,56,1394,1,2400000000,42857000,2,1,1,1
اباذر,61,1384,1,2330000000,38197000,1,1,1,1
اباذر,200,1388,3,8200000000,41000000,5,1,1,1
شهرک غرب,134,1385,3,8700000000,64925000,4,1,1,1
آجودانیه,222,1388,3,16300000000,73423000,6,1,1,1
شهران شمالی,100,1395,2,4000000000,40000000,1,1,1,1
اکباتان,132,1399,3,5800000000,43939000,2,1,1,1
فرمانیه,400,1386,4,32000000000,80000000,5,1,1,1
جنت‌آباد مرکزی,94,1399,2,4512000000,48000000,6,1,1,1
کوهک,124,1398,2,4200000000,33871000,16,1,1,1
پونک,72,1383,2,3200000000,44444000,2,1,1,1
پردیس,88,1400,2,650000000,7386000,4,1,1,1
سعادت‌آباد,230,1398,3,24000000000,104348000,5,1,1,1
اکباتان,68,1399,1,3100000000,45588000,5,1,1,1
دزاشیب,110,1399,2,8800000000,80000000,4,1,1,1
شاهین,65,1380,2,2400000000,36923000,2,0,1,1
اکباتان,76,1399,2,3600000000,47368000,5,1,1,1
اکباتان,58,1399,1,2850000000,49138000,2,1,1,1
اندیشه,75,1392,2,480000000,6400000,2,1,1,1
شمس‌آباد,75,1396,1,3000000000,40000000,3,1,1,1
جنت‌آباد مرکزی,83,1399,2,3859000000,46494000,4,1,1,1
پونک,38,1399,1,2508000000,66000000,7,1,1,1
مسعودیه,47,1380,1,690000000,14681000,2,0,1,1
کوی فردوس,110,1390,2,3740000000,34000000,3,0,1,1
جنت‌آباد مرکزی,93,1399,2,4743000000,51000000,9,1,1,1
تهرانپارس شرقی,72,1383,2,1800000000,25000000,1,0,1,1
جنت‌آباد مرکزی,122,1399,2,5917000000,48500000,4,1,1,1
مشیریه,62,1394,2,1180000000,19032000,4,1,0,1
هروی,195,1399,3,10432000000,53497000,3,1,1,1
کوی فردوس,88,1394,2,3630000000,41250000,3,1,1,1
مینابی,95,1394,2,1800000000,18947000,1,1,1,1
ستارخان,57,1376,1,1299000000,22789000,4,0,0,1
نیرو هوایی,95,1400,2,4370000000,46000000,2,1,1,1
شهرک غرب,140,1391,3,8500000000,60714000,2,1,1,1
شهریار,120,1398,2,1680000000,14000000,1,1,1,1
اندیشه,111,1398,1,1720000000,15495000,4,1,1,1
جنت‌آباد جنوبی,74,1382,2,2500000000,33784000,1,0,1,1
دروس,130,1398,3,9500000000,73077000,4,1,1,1
سعادت‌آباد,112,1385,2,6900000000,61607000,5,1,1,1
سلسبیل,40,1384,1,820000000,20500000,2,0,0,0
گیشا (کوی نصر),60,1394,1,3450000000,57500000,3,1,1,0
نیاوران,170,1400,3,23800000000,140000000,2,1,1,1
جنت‌آباد مرکزی,85,1390,2,3500000000,41176000,1,1,1,1
جیحون,55,1377,1,840000000,15273000,0,0,0,0
پردیس,85,1400,2,900000000,10588000,6,1,0,1
پردیس,100,1400,2,200000000,2000000,2,1,1,1
شهید اسدی,74,1400,2,1702000000,23000000,2,1,0,0
سعادت‌آباد,300,1400,4,33000000000,110000000,1,1,1,1
ستارخان,102,1373,2,2180000000,21373000,1,0,0,0
پردیس,86,1400,2,725000000,8430000,6,1,0,1
کوی فردوس,57,1400,2,4000000000,70175000,2,1,1,1
سعادت‌آباد,185,1400,3,18500000000,100000000,4,1,1,1
سعادت‌آباد,200,1400,3,20000000000,100000000,2,1,1,1
تهرانپارس غربی,70,1385,2,2100000000,30000000,3,1,0,1
شهران شمالی,105,1394,2,3700000000,35238000,3,1,1,1
سعادت‌آباد,97,1386,2,5900000000,60825000,1,1,1,1
نیاوران,205,1390,3,15500000000,75610000,1,1,1,1
ارامنه,62,1398,2,1750000000,28226000,4,1,1,0
نارمک,54,1387,2,1630000000,30185000,3,0,0,1
جنت‌آباد جنوبی,78,1393,2,3550000000,45513000,4,1,1,1
سلسبیل,50,1400,1,1520000000,30400000,2,1,1,1
پرستار,105,1399,2,3465000000,33000000,5,1,1,1
اندیشه,62,1392,2,350000000,5645000,2,1,1,1
زرکش,33,1394,1,1000000000,30303000,4,0,1,1
تهرانپارس شرقی,54,1384,1,1120000000,20741000,4,0,1,1
وحیدیه,87,1399,2,650000000,7471000,10,1,1,1
پردیس,75,1393,2,745000000,9933000,3,0,0,0
جردن,190,1380,3,9800000000,51579000,6,1,1,1
پرند,78,1395,2,420000000,5385000,10,1,0,0
استاد معین,57,1391,1,1200000000,21053000,2,1,1,0
سعادت‌آباد,107,1384,2,5650000000,52804000,2,1,1,1
سلسبیل,38,1381,1,670000000,17632000,1,0,0,1
جیحون,53,1379,1,740000000,13962000,1,0,0,0
ستارخان,167,1375,3,5750000000,34431000,3,1,1,1
پرند,82,1392,2,510000000,6220000,0,1,0,0
پیروزی,40,1385,1,1050000000,26250000,2,0,0,1
مرزداران,83,1382,2,3350000000,40361000,3,0,1,1
شادمهر,82,1372,2,2030000000,24756000,1,0,1,1
سازمان برنامه,72,1395,2,2950000000,40972000,1,1,1,1
کوی فردوس,202,1399,3,9770000000,48366000,3,1,1,1
اراج,96,1395,2,6250000000,65104000,4,1,1,1
نبی اکرم(ص),135,1398,3,3900000000,28889000,3,1,1,1
پرند,80,1396,2,415000000,5188000,10,1,1,1
شهرک غرب,127,1375,2,8100000000,63780000,2,0,1,1
دکتر هوشیار,47,1394,1,1300000000,27660000,2,1,1,1
پرند,78,1395,2,435000000,5577000,10,1,0,0
آهنگ,35,1395,1,640000000,18286000,2,1,1,1
فاطمی,101,1391,2,4200000000,41584000,5,1,1,1
قیام,101,1387,2,1920000000,19010000,1,1,0,1
استاد معین,45,1391,1,1090000000,24222000,0,0,0,1
پاکدشت,75,1390,2,760000000,10133000,2,1,1,1
جنت‌آباد مرکزی,115,1385,2,4150000000,36087000,1,1,1,1
دروازه شمیران,93,1380,2,1800000000,19355000,3,0,0,1
هروی,110,1388,2,6500000000,59091000,4,1,1,1
رودهن,78,1398,2,1100000000,14103000,2,0,1,1
سهروردی,133,1400,3,6517000000,49000000,1,1,1,1
الهیه,315,1382,4,27000000000,85714000,4,1,1,1
پونک,65,1380,1,2500000000,38462000,1,0,0,0
تهرانپارس شرقی,77,1391,2,1800000000,23377000,2,1,1,1
کوی فردوس,66,1396,2,2580000000,39091000,5,1,1,1
شمس‌آباد,58,1387,1,2200000000,37931000,3,1,1,1
اندیشه,45,1395,1,475000000,10556000,3,0,1,1
پردیس,68,1396,2,810000000,11912000,2,1,0,1
ورامین,60,1385,1,900000000,15000000,4,1,0,1
فرمانیه,115,1393,2,9500000000,82609000,3,1,1,1
شهرک غرب,157,1392,3,9000000000,57325000,5,1,1,1
شهرآرا,94,1396,2,5100000000,54255000,6,1,1,1
بریانک,42,1381,1,620000000,14762000,4,0,0,0
سعادت‌آباد,125,1395,2,10000000000,80000000,3,1,1,1
مولوی,43,1384,1,530000000,12326000,1,0,0,0
شادآباد,58,1388,1,660000000,11379000,3,1,1,1
پردیس,105,1400,2,620000000,5905000,3,1,1,1
پونک,65,1383,2,1700000000,26154000,3,0,0,1
جنت‌آباد شمالی,65,1392,2,2390000000,36769000,3,1,1,1
سعادت‌آباد,137,1385,3,7550000000,55109000,5,1,1,1
جردن,192,1378,3,10600000000,55208000,4,1,1,1
ستارخان,85,1383,2,2650000000,31176000,2,1,1,1
مولوی,48,1395,1,814000000,16958000,1,1,1,1
ستارخان,93,1400,2,4600000000,49462000,1,1,1,1
باغ فیض,68,1392,2,2380000000,35000000,3,1,1,1
سعیدآباد,120,1390,2,650000000,5417000,1,0,0,1
یوسف‌آباد,74,1392,2,3980000000,53784000,1,1,1,0
هاشم‌آباد,48,1397,1,720000000,15000000,3,1,1,0
افسریه,64,1385,1,1220000000,19062000,2,0,1,1
بریانک,57,1391,1,1200000000,21053000,1,1,0,1
نیرو هوایی,68,1385,1,2230000000,32794000,5,1,1,1
پردیس,98,1399,2,860000000,8776000,3,1,1,1
شهرک راه‌آهن,160,1400,3,6080000000,38000000,11,1,1,1
حکمت,206,1389,3,15400000000,74757000,3,1,1,1
پرند,58,1400,1,315000000,5431000,3,1,0,0
پونک,75,1400,2,4300000000,57333000,2,1,1,1
جیحون,65,1384,2,1137500000,17500000,4,0,0,1
پردیس,87,1400,2,820000000,9425000,10,1,0,1
جردن,112,1370,2,5200000000,46429000,1,1,1,1
پونک,55,1400,1,2420000000,44000000,4,1,1,1
هروی,101,1399,2,7800000000,77228000,4,1,1,1
هروی,150,1398,3,11000000000,73333000,1,1,1,1
ظفر,82,1399,2,6560000000,80000000,6,1,1,1
شهرک غرب,143,1382,3,9300000000,65035000,2,1,1,1
