Address,Area,Year,Number Of Room,Price,Price per meter,Floor,Elevator,Parking,Warehouse
سلسبیل,51,1383,1,1020000000,20000000,2,0,1,1
یافت‌آباد,51,1386,1,610000000,11961000,2,0,0,1
پونک,82,1385,2,3600000000,43902000,1,0,1,1
پونک,128,1389,3,4700000000,36719000,1,1,1,1
اندیشه,56,1390,1,730000000,13036000,2,0,1,1
جی,39,1396,1,725000000,18590000,3,1,0,0
جنت‌آباد مرکزی,55,1380,2,1960000000,35636000,0,0,1,1
زنجان,38,1381,1,850000000,22368000,3,0,1,1
دزاشیب,110,1400,2,7700000000,70000000,2,1,1,1
شهرک ولیعصر,46,1394,1,700000000,15217000,2,1,0,1
سعادت‌آباد,190,1399,3,20000000000,105263000,3,1,1,1
ستارخان,116,1372,3,4200000000,36207000,0,0,0,1
سازمان برنامه,120,1400,2,5330000000,44417000,3,1,1,1
آذربایجان,56,1381,2,1095000000,19554000,3,0,0,1
تهرانپارس شرقی,82,1389,2,1850000000,22561000,5,1,1,1
دروس,110,1399,2,8500000000,77273000,1,1,1,1
شهرآرا,100,1398,2,5300000000,53000000,1,1,1,1
پاسداران,82,1400,2,5986000000,73000000,3,1,1,1
پونک,85,1393,2,3950000000,46471000,2,1,1,1
شهر زیبا,89,1386,2,3290000000,36966000,2,1,1,1
هاشمی,43,1398,1,1290000000,30000000,4,1,1,1
دروس,120,1385,2,9000000000,75000000,3,1,1,1
مرزداران,53,1385,1,2220000000,41887000,1,0,1,1
شهرک غرب,140,1385,3,8500000000,60714000,4,1,1,1
شهرک راه‌آهن,135,1392,3,3750000000,27778000,2,1,1,1
امیر بهادر,70,1386,2,1850000000,26429000,5,1,1,0
کوی فردوس,98,1399,2,3850000000,39286000,4,1,1,1
تهرانپارس غربی,79,1397,2,3250000000,41139000,6,1,1,1
فاطمی,110,1382,3,4500000000,40909000,1,1,1,1
سعادت‌آباد,163,1392,3,13000000000,79755000,3,1,1,1
کوی فردوس,99,1391,2,4365000000,44091000,5,1,1,1
رباط کریم,82,1392,2,450000000,5488000,4,1,0,1
نیاوران,145,1396,2,16800000000,115862000,2,1,1,1
شهران شمالی,91,1393,2,2695000000,29615000,5,1,1,1
اندیشه,56,1393,1,450000000,8036000,3,0,1,1
زعفرانیه,260,1380,4,18000000000,69231000,2,1,1,1
پونک,63,1387,1,2049000000,32524000,1,0,1,1
سعادت‌آباد,75,1393,2,5600000000,74667000,5,1,1,1
جمال‌زاده,70,1381,2,1300000000,18571000,4,0,0,1
جنت‌آباد جنوبی,54,1381,1,1680000000,31111000,3,0,0,1
جنت‌آباد جنوبی,66,1380,2,1800000000,27273000,4,0,0,1
جنت‌آباد شمالی,71,1383,2,1900000000,26761000,2,0,0,1
قرچک,50,1393,1,390000000,7800000,3,0,0,1
کوی فردوس,70,1388,1,2000000000,28571000,3,0,1,1
جنت‌آباد مرکزی,72,1380,2,1900000000,26389000,3,0,1,1
جیحون,49,1382,1,865000000,17653000,2,0,0,1
فاطمی,69,1399,2,3500000000,50725000,3,1,1,0
سهروردی,58,1390,1,2500000000,43103000,1,1,1,1
باغ فیض,50,1390,1,1700000000,34000000,1,1,1,1
سعادت‌آباد,75,1387,2,5200000000,69333000,3,1,1,1
پرند,96,1400,2,1344000000,14000000,2,1,1,1
پونک,85,1393,2,3200000000,37647000,1,1,1,1
افسریه,68,1398,2,1350000000,19853000,5,1,0,1
جیحون,94,1398,2,2400000000,25532000,4,1,1,1
وردآورد,80,1393,2,1495000000,18688000,1,1,1,1
شمیران‌نو,70,1399,2,930000000,13286000,5,0,0,1
قلهک,94,1385,2,4180000000,44468000,5,1,1,1
پونک,86,1386,2,3600000000,41860000,3,1,1,1
شهر قدس,70,1393,2,770000000,11000000,3,1,0,0
جنت‌آباد جنوبی,67,1385,2,2100000000,31343000,3,0,1,1
پردیس,105,1400,2,830000000,7905000,5,1,1,1
سلسبیل,62,1398,2,1350000000,21774000,1,1,1,0
اوقاف,62,1383,2,1250000000,20161000,1,1,0,1
ولنجک,130,1386,2,9600000000,73846000,2,1,1,1
پردیس,105,1399,2,1400000000,13333000,3,1,1,1
گیشا (کوی نصر),168,1381,3,8600000000,51190000,6,1,1,1
جنت‌آباد مرکزی,78,1382,2,2400000000,30769000,3,0,0,1
سرآسیاب دولاب,42,1398,1,840000000,20000000,1,1,1,0
ولنجک,278,1397,4,31570000000,113561000,4,1,1,1
جنت‌آباد جنوبی,96,1385,2,3650000000,38021000,5,1,1,1
جوادیه,51,1381,1,675000000,13235000,2,0,1,1
سعادت‌آباد,108,1395,2,8640000000,80000000,2,1,1,1
صادقیه,85,1389,2,3150000000,37059000,2,1,1,1
کوی فردوس,115,1390,2,3600000000,31304000,3,1,1,1
نواب,55,1383,1,800000000,14545000,1,0,0,1
دریا,72,1389,2,5000000000,69444000,4,1,1,1
فرمانیه,82,1390,1,9000000000,109756000,4,1,1,0
نیاوران,170,1400,3,19550000000,115000000,2,1,1,1
ولنجک,200,1399,3,22000000000,110000000,1,1,1,1
شهران شمالی,112,1399,2,5400000000,48214000,5,1,1,1
بلورسازی,87,1398,2,1400000000,16092000,5,1,1,0
حکیمیه,87,1388,2,2070000000,23793000,2,1,1,1
الهیه,240,1370,3,32000000000,133333000,0,0,1,1
زعفرانیه,140,1381,3,8500000000,60714000,1,1,0,1
جنت‌آباد مرکزی,137,1400,3,7450000000,54380000,3,1,1,1
کوی فردوس,75,1392,2,2870000000,38267000,4,1,1,1
جیحون,100,1400,2,3100000000,31000000,3,1,1,1
مرزداران,184,1391,3,11400000000,61957000,4,1,1,1
سعادت‌آباد,45,1395,0,3200000000,71111000,0,1,1,0
شهران شمالی,91,1390,2,3550000000,39011000,3,1,1,1
هوانیروز,92,1397,2,3200000000,34783000,9,1,1,1
پونک,52,1390,1,2370000000,45577000,2,1,1,1
استاد معین,95,1400,2,2950000000,31053000,4,1,1,1
آذربایجان,73,1394,2,2250000000,30822000,3,1,1,1
هاشمی,39,1380,1,820000000,21026000,2,0,0,0
پونک,84,1388,2,4000000000,47619000,2,1,1,1
پونک,70,1385,2,1980000000,28286000,4,0,1,1
یوسف‌آباد,95,1400,2,5500000000,57895000,1,1,1,1
ارامنه,46,1380,1,1220000000,26522000,2,0,1,1
زعفرانیه,1450,1400,3,275500000000,190000000,5,1,1,1
تهرانپارس غربی,124,1384,2,4150000000,33468000,3,1,1,1
پونک,150,1398,3,8250000000,55000000,4,1,1,1
پرند,65,1394,1,335000000,5154000,1,1,0,0
هروی,150,1394,3,8700000000,58000000,3,1,1,1
آهنگ,60,1382,2,1100000000,18333000,3,0,1,1
پونک,60,1382,1,2060000000,34333000,1,0,1,1
فرمانیه,210,1399,3,30000000000,142857000,3,1,1,1
نیاوران,220,1397,3,19800000000,90000000,1,1,1,1
رباط کریم,90,1400,2,630000000,7000000,1,1,1,1
سوهانک,125,1387,2,6250000000,50000000,1,1,1,1
تهرانپارس شرقی,76,1391,2,1600000000,21053000,1,1,0,1
کوی فردوس,57,1386,1,2050000000,35965000,5,1,1,1
کوی فردوس,58,1389,1,1900000000,32759000,5,1,1,1
فرمانیه,173,1388,3,13000000000,75145000,3,1,1,1
اندیشه,42,1393,1,350000000,8333000,3,0,1,1
هروی,160,1386,3,8800000000,55000000,6,1,1,1
دروس,95,1397,2,6500000000,68421000,3,1,1,1
جی,53,1397,1,990000000,18679000,3,1,1,1
تهرانپارس شرقی,85,1400,2,2430000000,28588000,2,1,1,1
شهران شمالی,68,1395,2,2800000000,41176000,3,1,1,1
استاد معین,88,1395,2,1980000000,22500000,6,1,1,1
کوی فردوس,73,1382,2,2750000000,37671000,3,1,1,1
فلاح,72,1396,2,1060000000,14722000,4,1,0,0
مرزداران,85,1386,2,3300000000,38824000,1,1,1,1
پرند,74,1399,2,300000000,4054000,3,0,0,0
آهنگ,125,1397,3,4350000000,34800000,5,1,1,0
فلاح,107,1399,2,1765500000,16500000,5,1,1,1
سعادت‌آباد,65,1395,1,4950000000,76154000,1,1,1,0
جلفا,160,1400,3,11200000000,70000000,5,1,1,1
قیطریه,110,1393,2,8600000000,78182000,1,1,1,1
فردوسی,111,1398,2,3300000000,29730000,1,1,1,1
سبلان,42,1395,1,1010000000,24048000,1,1,1,1
جنت‌آباد جنوبی,92,1390,2,3450000000,37500000,4,1,1,1
سوهانک,104,1385,2,3850000000,37019000,12,1,1,1
پونک,65,1388,2,2300000000,35385000,1,1,1,1
سازمان برنامه,105,1392,2,4300000000,40952000,4,1,1,1
نیاوران,148,1385,3,12000000000,81081000,3,0,1,1
جی,72,1370,2,2000000000,27778000,0,0,0,1
جنت‌آباد شمالی,105,1399,2,4300000000,40952000,3,1,1,1
نیاوران,206,1388,3,14000000000,67961000,3,1,1,1
تهرانپارس غربی,72,1398,2,2200000000,30556000,1,1,1,1
نظام‌آباد,64,1394,2,1350000000,21094000,2,1,0,0
پونک,78,1394,2,3550000000,45513000,2,1,1,1
دروازه شمیران,163,1400,3,6438500000,39500000,1,1,1,0
پونک,130,1386,3,4850000000,37308000,1,0,1,1
پاکدشت,160,1390,1,750000000,4688000,0,0,1,1
کوی فردوس,138,1399,3,5853691000,42418000,3,1,1,1
دریاچه شهدای خلیج فارس,20,1400,1,185000000,9250000,1,1,1,1
کوی فردوس,126,1398,3,5436910000,43150000,2,1,1,1
سهروردی,73,1385,2,2550000000,34932000,2,1,1,1
پردیس,87,1395,2,900000000,10345000,12,1,1,1
پونک,112,1390,2,5376000000,48000000,1,1,1,1
سرو آزاد,124,1400,2,4000000000,32258000,20,1,1,1
سلسبیل,122,1400,3,3699000000,30320000,3,1,1,1
نیاوران,147,1385,3,9849000000,67000000,4,1,1,1
شهر زیبا,105,1385,3,4100000000,39048000,3,1,1,1
کوی فردوس,88,1385,2,3520000000,40000000,3,1,1,1
چیتگر,170,1400,4,2544000000,14965000,14,1,1,1
تهرانپارس غربی,70,1385,2,1995000000,28500000,4,0,0,1
جیحون,65,1383,2,1310000000,20154000,1,0,0,1
ایران,130,1400,3,5850000000,45000000,5,1,1,1
شهرک غرب,140,1395,3,9500000000,67857000,1,1,1,1
اختیاریه,150,1400,3,9000000000,60000000,2,1,1,1
کوی فردوس,65,1394,2,2680000000,41231000,5,1,1,1
گاندی,150,1395,3,10500000000,70000000,4,1,1,1
اندیشه,48,1391,1,400000000,8333000,1,0,1,1
بریانک,70,1387,2,1195000000,17071000,4,0,1,1
تهران‌سر,105,1400,2,3150000000,30000000,1,1,1,1
نواب,48,1386,1,750000000,15625000,2,0,1,0
اراج,107,1396,2,7300000000,68224000,3,1,1,1
اسکندری,67,1384,2,1200000000,17910000,3,0,0,0
ولنجک,170,1388,3,16000000000,94118000,7,1,1,1
شهرآرا,140,1373,3,4950000000,35357000,2,0,1,1
شهرک غرب,145,1378,3,10500000000,72414000,2,1,1,1
پونک,98,1386,2,4080000000,41633000,4,1,1,1
شهر زیبا,85,1399,2,1370000000,16118000,5,1,1,1
پرند,78,1400,2,350000000,4487000,4,1,0,1
شهران جنوبی,58,1382,2,2100000000,36207000,3,1,1,1
دهکده المپیک,112,1392,3,4850000000,43304000,3,1,1,1
پونک,85,1396,2,3300000000,38824000,2,1,1,1
سعادت‌آباد,152,1390,3,8400000000,55263000,5,1,1,1
پونک,51,1386,1,1750000000,34314000,3,0,1,1
ایران,130,1400,3,5000000000,38462000,1,1,1,1
آجودانیه,185,1400,3,16500000000,89189000,4,1,1,1
نارمک,43,1395,1,1500000000,34884000,2,0,1,1
الهیه,100,1390,2,8000000000,80000000,2,1,1,1
یوسف‌آباد,112,1391,2,5400000000,48214000,2,1,1,1
زعفرانیه,327,1388,4,34335000000,105000000,11,1,1,1
یوسف‌آباد,114,1392,2,5450000000,47807000,3,1,1,1
الهیه,280,1386,4,26000000000,92857000,2,1,1,1
جردن,180,1370,3,9600000000,53333000,1,0,0,0
شهرک صدرا,70,1382,1,2100000000,30000000,1,0,1,1
شهران جنوبی,56,1388,1,2000000000,35714000,1,0,1,1
نیلوفر,98,1390,2,4700000000,47959000,3,1,1,1
شهرک غرب,80,1386,2,4850000000,60625000,6,1,1,1
آذربایجان,135,1400,3,4500000000,33333000,4,1,1,1
جنت‌آباد جنوبی,67,1386,1,2280000000,34030000,1,1,1,1
کوی مهران,75,1389,2,2980000000,39733000,5,1,1,1
دروس,165,1399,3,16500000000,100000000,5,1,1,1
دولاب,100,1376,2,1950000000,19500000,1,0,0,1
آذربایجان,46,1383,1,950000000,20652000,4,0,0,1
مهرآباد جنوبی,107,1397,3,2650000000,24766000,5,1,1,1
سیدخندان,140,1391,3,7840000000,56000000,4,1,1,1
شهرک پرواز,101,1395,2,3700000000,36634000,5,1,1,1
استاد معین,51,1378,1,930000000,18235000,1,0,0,1
دروس,130,1396,3,8000000000,61538000,1,1,1,1
سازمان برنامه,81,1392,2,3350000000,41358000,4,1,1,1
نیاوران,135,1397,3,10600000000,78519000,3,1,1,1
مرزداران,117,1394,3,6950000000,59402000,4,1,1,1
پردیس,87,1400,2,550000000,6322000,2,1,1,1
پونک,114,1380,3,3600000000,31579000,0,0,1,1
جیحون,69,1394,2,1520000000,22029000,4,1,1,1
سعادت‌آباد,91,1385,2,5700000000,62637000,1,1,1,1
چیتگر,63,1396,2,1480000000,23492000,2,1,1,1
وحیدیه,70,1393,2,1250000000,17857000,4,0,0,1
شهر زیبا,153,1393,3,5350000000,34967000,1,1,1,1
اختیاریه,57,1393,1,3200000000,56140000,5,1,0,1
نازی‌آباد,90,1400,2,2000000000,22222000,3,1,1,0
دریان‌نو,95,1384,2,2750000000,28947000,5,1,0,1
پونک,40,1382,1,1620000000,40500000,2,0,0,1
پردیس,79,1391,2,930000000,11772000,0,1,1,0
پونک,153,1386,3,5650000000,36928000,1,0,1,1
پردیس,87,1400,2,720000000,8276000,5,1,1,1
یوسف‌آباد,146,1395,3,9450000000,64726000,4,1,1,1
شهران جنوبی,76,1389,2,2450000000,32237000,4,1,1,1
پرند,82,1398,2,460000000,5610000,3,1,0,1
تهرانپارس شرقی,125,1400,2,3600000000,28800000,5,1,1,1
جنت‌آباد مرکزی,72,1385,2,1980000000,27500000,3,0,1,1
تهرانپارس غربی,80,1385,2,2000000000,25000000,2,0,1,1
یوسف‌آباد,112,1399,2,6800000000,60714000,2,1,1,1
خواجه نظام الملک,85,1395,2,2200000000,25882000,5,1,1,1
نیرو هوایی,82,1387,2,2370000000,28902000,4,0,1,1
چیتگر,100,1400,3,1060000000,10600000,12,1,1,1
محمودیه,180,1400,3,23500000000,130556000,3,1,1,1
امانیه,150,1381,3,10500000000,70000000,1,1,1,1
نیرو هوایی,95,1398,2,3320000000,34947000,5,1,1,1
سازمان برنامه,50,1380,1,1450000000,29000000,2,0,0,1
پرند,93,1397,2,1100000000,11828000,5,1,1,1
جنت‌آباد مرکزی,65,1395,1,2680000000,41231000,2,1,1,1
قیطریه,175,1383,3,10300000000,58857000,0,1,1,1
اوقاف,81,1389,2,1700000000,20988000,3,1,0,1
قیطریه,115,1391,2,7245000000,63000000,5,1,1,1
دروس,270,1396,4,23600000000,87407000,5,1,1,1
استاد معین,50,1394,1,1230000000,24600000,2,1,1,1
اندیشه,48,1392,2,370000000,7708000,1,0,1,1
یوسف‌آباد,111,1400,2,5980000000,53874000,1,1,1,1
پرند,75,1399,2,285000000,3800000,2,1,0,1
جنت‌آباد مرکزی,124,1397,3,5200000000,41935000,3,1,1,1
پرند,58,1398,1,255000000,4397000,2,1,1,0
شهران شمالی,90,1392,2,3100000000,34444000,5,1,1,1
پردیس,106,1400,2,780000000,7358000,5,1,1,1
افسریه,62,1394,2,1550000000,25000000,4,1,1,1
شهر قدس,85,1400,2,720000000,8471000,4,1,0,1
فرمانیه,120,1390,2,7800000000,65000000,5,1,1,1
شهریار,78,1393,2,725000000,9295000,3,1,1,1
سعادت‌آباد,192,1398,3,17500000000,91146000,4,1,1,1
نازی‌آباد,60,1395,1,1500000000,25000000,2,1,0,1
اقدسیه,260,1391,4,26000000000,100000000,4,1,1,1
قیطریه,75,1390,2,6000000000,80000000,5,1,1,1
قرچک,60,1394,1,250000000,4167000,4,1,0,0
شهران جنوبی,75,1384,2,2355000000,31400000,2,1,1,1
شهرک غرب,160,1380,3,9200000000,57500000,1,1,1,1
جیحون,63,1385,2,1250000000,19841000,1,0,0,1
سلسبیل,40,1378,1,760000000,19000000,0,0,0,1
سیدخندان,81,1399,2,5000000000,61728000,5,1,1,0
نارمک,60,1400,1,2520000000,42000000,1,1,1,1
گیشا (کوی نصر),84,1385,2,4300000000,51190000,3,1,1,1
پونک,145,1397,3,8700000000,60000000,1,1,1,1
خواجه نظام الملک,50,1386,1,825000000,16500000,2,0,0,1
تهران‌سر,105,1395,2,2200000000,20952000,1,1,1,1
پردیس,87,1400,2,570000000,6552000,0,1,0,1
جنت‌آباد جنوبی,56,1375,1,1900000000,33929000,3,0,1,1
پونک,84,1396,2,3760000000,44762000,5,1,1,1
اوقاف,44,1380,1,945000000,21477000,1,0,0,1
مرزداران,184,1398,3,11200000000,60870000,5,1,1,1
تهران‌نو,83,1390,2,2400000000,28916000,4,1,0,1
شهران شمالی,125,1390,3,5200000000,41600000,2,1,1,1
آهنگ,70,1385,2,1750000000,25000000,4,1,1,1
پردیس,85,1400,2,750000000,8824000,2,1,1,0
مرزداران,85,1394,2,3800000000,44706000,1,1,1,1
سنایی,104,1370,1,2999999999,28846000,-1,0,0,0
قیطریه,171,1399,3,15500000000,90643000,3,1,1,1
مخصوص,97,1396,2,2500000000,25773000,3,1,1,1
تهران‌سر,56,1388,1,1320000000,23571000,2,0,1,1
جردن,223,1371,4,12200000000,54709000,5,1,1,1
نیاوران,140,1399,3,8750000000,62500000,2,1,1,1
فلاح,69,1395,2,1242000000,18000000,5,1,1,1
آرارات,120,1371,2,4500000000,37500000,3,0,0,1
اباذر,123,1382,3,4900000000,39837000,2,1,1,1
مرزداران,98,1390,2,4800000000,48980000,1,1,1,1
شهرک ولیعصر,97,1396,2,1850000000,19072000,7,1,1,1
پردیس,87,1400,2,870000000,10000000,1,1,0,1
پونک,132,1397,3,6450000000,48864000,1,1,1,1
مرزداران,100,1387,3,5150000000,51500000,1,1,1,1
پونک,88,1385,2,3250000000,36932000,4,1,1,1
سازمان برنامه,100,1390,2,3150000000,31500000,4,1,1,1
تهرانپارس شرقی,70,1388,2,1300000000,18571000,4,0,1,1
مرزداران,84,1391,2,4500000000,53571000,4,1,1,1
اندیشه,53,1389,1,435000000,8208000,1,0,1,1
تاکسیرانی,122,1391,3,3477000000,28500000,5,1,1,0
بلوار کشاورز,78,1392,2,3300000000,42308000,2,1,1,1
شمس‌آباد,67,1393,2,2500000000,37313000,1,1,1,1
چیتگر,50,1400,1,330000000,6600000,7,1,1,1
دریاچه شهدای خلیج فارس,109,1400,2,2500000000,22936000,9,1,1,1
پرند,75,1400,2,250000000,3333000,0,1,1,0
سعادت‌آباد,146,1387,3,9600000000,65753000,5,1,1,1
صفا,84,1380,2,1600000000,19048000,2,0,0,1
جنت‌آباد مرکزی,54,1399,1,1750000000,32407000,1,0,1,1
نارمک,65,1385,2,2050000000,31538000,2,1,0,0
سعادت‌آباد,105,1399,2,8800000000,83810000,6,1,1,1
دولت‌آباد,86,1370,2,1600000000,18605000,0,0,0,0
پیروزی,125,1400,3,3750000000,30000000,4,1,1,1
سهروردی,116,1400,2,6960000000,60000000,5,1,1,0
شهر قدس,115,1400,2,1380000000,12000000,4,1,1,1
سعادت‌آباد,132,1390,3,8000000000,60606000,10,1,1,1
مهرآباد جنوبی,50,1387,1,810000000,16200000,2,0,0,0
نواب,35,1392,1,630000000,18000000,2,0,0,0
شهران شمالی,102,1388,2,3600000000,35294000,5,1,1,1
آذربایجان,60,1378,1,1060000000,17667000,1,0,0,0
پونک,125,1389,3,8300000000,66400000,0,0,1,1
سعادت‌آباد,120,1382,3,8700000000,72500000,4,1,1,1
شادمهر,75,1380,2,2080000000,27733000,0,0,0,1
شهرک غرب,102,1370,2,7700000000,75490000,2,1,1,1
دولت‌آباد,110,1400,2,2750000000,25000000,1,1,1,0
کوی فردوس,68,1382,2,1650000000,24265000,2,0,0,1
خاک سفید,80,1385,1,1000000000,12500000,2,0,0,1
کوی فردوس,70,1389,2,2400000000,34286000,2,1,1,1
سعادت‌آباد,140,1385,3,8000000000,57143000,0,1,1,1
جردن,345,1380,4,16990000000,49246000,4,1,1,1
دردشت,68,1395,2,1860000000,27353000,3,1,1,1
رباط کریم,65,1400,1,425000000,6538000,4,1,0,1
پاسداران,84,1385,2,4000000000,47619000,1,0,1,1
جیحون,48,1397,1,940000000,19583000,1,1,0,1
یوسف‌آباد,160,1396,3,12200000000,76250000,5,1,1,1
پونک,80,1395,2,3450000000,43125000,3,1,1,1
باغ فیض,40,1384,1,1600000000,40000000,4,1,1,1
سیدخندان,114,1380,3,4150000000,36404000,1,0,1,1
جنت‌آباد جنوبی,150,1392,3,7500000000,50000000,2,1,1,1
گمرک,40,1395,1,900000000,22500000,1,1,1,1
سازمان آب,105,1391,2,4000000000,38095000,3,1,1,1
کوی فردوس,58,1388,1,2000000000,34483000,5,1,1,1
جنت‌آباد جنوبی,52,1380,1,1660000000,31923000,2,0,0,0
یوسف‌آباد,75,1381,2,2400000000,32000000,4,0,0,0
اتابک,118,1400,2,2400000000,20339000,2,1,1,0
سهروردی,120,1380,2,5500000000,45833000,1,0,1,1
زرگنده,108,1384,2,5200000000,48148000,3,1,1,1
شهران جنوبی,55,1385,1,1720000000,31273000,1,0,0,1
ولنجک,217,1398,3,23870000000,110000000,3,1,1,1
تهرانپارس شرقی,95,1390,2,1890000000,19895000,2,1,1,1
نیاوران,190,1399,3,20000000000,105263000,3,1,1,1
پردیس,87,1400,2,820000000,9425000,2,1,1,1
تهرانپارس شرقی,58,1398,1,1400000000,24138000,1,1,1,1
نیاوران,175,1397,3,16500000000,94286000,1,1,1,1
شاهین,54,1388,1,2300000000,42593000,1,1,1,1
ازگل,96,1394,2,6900000000,71875000,10,1,1,1
سعادت‌آباد,160,1397,3,18400000000,115000000,4,1,1,1
ابوذر (منطقه ),58,1383,1,1240000000,21379000,5,1,0,1
دریاچه شهدای خلیج فارس,125,1400,3,1250000000,10000000,12,1,1,1
پاسداران,64,1399,1,4650000000,72656000,2,1,1,1
چیتگر,97,1400,2,3200000000,32990000,18,1,1,1
سعادت‌آباد,83,1386,2,4500000000,54217000,6,1,1,1
